order_item_id,order_id,product_id,quantity
618,274,110,3
4937,2223,46,5
266,118,70,4
4170,1880,22,2
7993,3582,16,2
1524,690,26,2
9974,4471,120,2
4484,2017,131,1
4244,1910,108,2
1442,649,101,1
7066,3171,135,2
8541,3810,53,2
2011,913,87,1
1350,604,2,3
9677,4338,92,2
1980,898,48,2
4148,1871,50,5
407,182,39,3
8304,3713,70,1
8515,3797,121,3
10091,4521,63,1
470,212,21,2
6020,2702,20,1
9733,4362,57,2
10184,4566,49,1
9504,4258,44,1
3856,1737,28,1
2684,1218,65,1
10665,4794,27,4
9033,4037,115,3
1183,530,90,3
3159,1423,83,1
2823,1273,77,1
300,135,139,3
1964,890,139,3
4825,2169,145,2
4472,2012,129,5
2175,979,132,3
10937,4926,55,2
7848,3518,136,2
2119,954,75,3
6109,2743,58,4
5099,2299,140,2
8806,3930,73,1
5715,2564,87,2
5510,2471,116,5
4611,2073,116,1
160,73,42,1
358,162,126,4
1694,771,125,2
2131,958,104,5
3907,1758,127,1
7528,3371,92,4
3314,1487,113,1
8481,3787,10,1
1359,610,3,1
11157,5842,110,4
6324,2848,96,1
3328,1496,138,1
9863,4419,107,4
4564,2053,9,2
5455,2447,1,3
4236,1906,104,2
764,343,74,3
8411,3758,70,1
3553,1604,22,6
9370,4192,67,1
8763,3912,121,6
5430,2435,59,2
9218,4122,112,2
10031,4494,25,2
7557,3387,32,3
10028,4493,109,1
3558,1606,12,2
10721,4819,129,1
7779,3486,10,4
10938,4927,28,6
234,107,136,4
4765,2138,102,2
10482,4702,57,2
10331,4633,2,3
3090,1397,136,6
2758,1247,87,1
121,54,39,10
6132,2754,56,1
5287,2376,73,4
9000,4022,47,1
71,32,132,2
8810,3932,40,7
6701,3020,60,4
6290,2833,21,3
532,240,27,4
6174,2778,26,1
7241,3246,61,5
3283,1474,124,3
760,342,77,1
4098,1846,115,6
2603,1176,114,4
5272,2372,133,1
5363,2408,60,2
319,145,21,1
2164,975,43,1
2174,979,80,1
8776,3919,125,5
10090,4521,52,3
5498,2465,39,1
5886,2639,39,5
9014,4028,110,2
9553,4283,44,1
1041,469,32,2
3440,1549,1,1
7932,3551,108,3
6543,2956,124,3
305,138,79,1
693,311,33,3
10186,4567,55,1
4022,1807,129,8
4644,2086,139,8
2348,1055,11,3
1572,716,43,2
9719,4354,7,3
1143,514,35,2
11071,4986,142,3
5158,2323,140,3
2788,1257,61,3
2416,1089,68,2
3783,1708,85,1
9487,4249,50,3
7643,3424,31,1
4141,1868,30,1
9244,4131,29,1
74,33,132,1
8589,3834,13,2
5389,2420,131,3
259,115,39,4
10255,4596,69,4
6588,2976,106,2
9556,4285,35,1
4542,2042,72,3
11043,4970,31,1
229,106,127,3
1189,532,109,4
7684,3442,25,1
4185,1884,82,2
4118,1857,150,2
7403,3311,96,1
620,275,52,2
6051,2714,21,1
7824,3509,9,6
10295,4615,94,3
9330,4171,8,2
226,104,116,3
9373,4195,3,6
5048,2274,110,2
9802,4394,27,2
4500,2023,133,4
3379,1519,58,10
3987,1792,132,3
7281,3262,80,6
3226,1450,51,1
10536,4729,116,7
3043,1373,28,4
8179,3660,141,2
4233,1905,127,2
4102,1848,37,8
8248,3690,38,2
4186,1884,115,1
5619,2522,40,1
8697,3886,15,5
5863,2630,112,1
10916,4913,119,1
2107,950,69,1
559,253,72,1
2493,1126,60,2
7160,3214,42,7
2680,1216,27,5
4178,1881,32,2
8256,3694,138,3
10106,4532,103,2
10362,4646,98,2
689,309,64,2
3464,1559,33,4
8989,4017,101,7
7901,3537,101,2
10328,4632,45,3
2660,1207,6,3
2807,1265,47,1
6426,2900,102,1
10321,4630,92,1
4791,2152,31,2
640,285,35,3
5474,2453,112,4
8372,3743,149,5
5924,2659,40,6
5680,2547,106,5
7029,3156,129,3
10745,4831,25,1
7935,3553,14,1
6390,2884,21,1
2383,1072,40,2
9264,4140,141,2
4946,2227,137,2
5085,2294,56,1
11021,4964,7,8
7699,3451,16,2
2847,1286,36,1
6188,2786,14,4
4142,1869,121,1
10118,4537,40,3
5405,2428,28,2
8386,3748,17,1
5835,2619,6,3
4447,1999,95,3
1391,623,68,1
7115,3197,137,2
11155,5581,15,5
10834,4878,36,2
5837,2620,115,2
6513,2945,40,2
4378,1968,32,2
2605,1176,104,1
10142,4548,25,1
2958,1336,23,1
8990,4017,19,1
5161,2324,65,2
10803,4862,80,3
7451,3334,23,2
7975,3573,52,5
2528,1140,115,1
2388,1074,112,1
826,376,61,3
2387,1074,114,2
10821,4872,29,5
3502,1580,122,2
706,317,100,4
3208,1443,112,3
2648,1199,44,5
10610,4770,58,1
9467,4238,111,1
7592,3403,75,1
2439,1100,115,1
7001,3145,120,1
4259,1915,5,6
2118,954,85,1
10650,4787,6,4
3017,1362,62,4
10073,4515,66,1
10336,4635,63,2
1096,492,7,1
7097,3188,138,0
172,79,129,1
10299,4617,25,10
709,318,40,1
3761,1697,31,3
3562,1607,133,1
5091,2295,14,1
3830,1727,91,1
6208,2794,47,2
4940,2224,104,2
8077,3617,131,3
2172,978,14,2
2974,1344,31,4
11170,5309,11,4
6713,3023,63,2
3340,1501,147,6
6011,2697,80,1
4790,2152,39,7
5797,2601,12,3
9536,4275,81,7
6258,2818,129,1
7101,3189,84,9
8144,3644,82,1
9568,4289,9,1
5502,2466,30,3
7871,3528,58,1
5999,2692,29,3
5229,2353,54,1
6678,3011,28,8
7678,3440,144,1
7192,3226,42,4
1483,669,4,6
9565,4288,69,2
1499,677,32,1
7116,3197,124,4
1519,687,35,3
5096,2298,18,2
8803,3929,123,2
175,80,2,2
6945,3120,85,2
6219,2800,71,1
4931,2219,122,-1
8086,3621,98,7
4535,2039,54,1
12,8,53,3
7174,3220,142,3
9118,4077,26,1
10764,4838,49,3
2734,1238,32,3
9703,4347,75,2
2213,996,130,5
4868,2187,79,4
4847,2178,14,3
1838,834,133,10
9869,4421,30,2
5448,2443,19,2
5920,2657,60,2
10396,4660,66,2
1089,489,73,1
9457,4233,61,1
7711,3456,15,5
5120,2310,71,2
2328,1046,80,1
6795,3056,48,4
836,380,54,2
878,397,10,2
9137,4083,41,1
4135,1864,78,2
6652,3004,19,2
9912,4443,127,3
6215,2798,10,1
8044,3602,134,1
2165,975,13,2
6584,2974,127,2
6655,3004,25,1
6245,2812,65,1
8385,3748,80,6
1410,633,55,5
3064,1381,142,3
391,175,130,2
4490,2020,95,1
4854,2181,2,6
10039,4497,40,8
10744,4830,77,5
9695,4344,105,4
6571,2968,86,3
9814,4399,115,2
6870,3085,18,2
2596,1172,111,2
5485,2458,7,5
7080,3177,70,2
187,90,134,3
10001,4483,148,2
10811,4868,8,1
9846,4413,11,2
1614,740,58,1
7039,3161,94,1
6639,2999,50,2
129,59,51,1
858,390,18,1
8020,3594,60,2
1030,462,86,1
10117,4536,148,2
10796,4858,88,5
4633,2082,83,2
9416,4214,140,2
145,66,26,1
7469,3342,30,2
9841,4411,25,1
4003,1797,48,2
3200,1439,19,10
3636,1647,94,2
6348,2862,56,3
703,315,68,2
5821,2612,32,2
2834,1279,83,1
5362,2408,35,2
10594,4760,110,9
1198,535,11,3
7296,3267,72,4
7037,3160,100,2
10282,4610,18,2
11083,4992,52,2
7695,3449,83,2
8772,3918,26,5
9162,4096,3,2
8673,3875,103,4
2967,1340,29,1
3241,1456,57,6
11099,4999,119,1
8000,3586,108,5
6765,3045,8,1
5964,2674,107,4
8655,3864,144,2
4053,1824,63,7
1785,812,84,2
9527,4270,31,3
251,113,24,3
861,392,91,3
3057,1377,32,3
7962,3568,6,3
7732,3466,134,2
3742,1688,84,1
1405,630,23,3
1733,787,29,2
10513,4719,36,1
2484,1119,110,6
10907,4910,107,4
7242,3246,146,4
8029,3597,23,2
5453,2445,21,1
5531,2483,120,10
5768,2589,139,2
10030,4494,36,1
10727,4821,111,4
7267,3255,141,3
1256,559,11,2
5795,2601,125,3
6063,2721,14,5
1568,714,4,1
1382,620,10,2
6316,2845,70,1
4677,2099,47,1
6029,2707,61,1
1394,623,10,2
7771,3483,83,7
7515,3364,71,4
900,405,116,3
2805,1264,47,2
2086,943,45,2
5720,2566,135,2
7090,3183,121,2
9319,4163,120,7
8732,3898,145,5
10499,4711,49,3
4739,2127,124,2
4842,2176,50,4
8501,3792,18,3
6283,2829,150,1
8260,3695,138,2
6912,3107,133,7
10300,4618,85,3
1730,785,83,9
580,262,149,4
3074,1387,146,3
5820,2611,20,1
1264,563,119,1
9068,4055,14,1
664,295,70,1
602,269,44,1
871,395,99,1
2369,1066,9,1
5526,2480,29,1
7315,3275,92,3
10076,4517,107,6
2962,1338,118,1
4914,2210,57,3
4332,1947,82,3
2085,943,104,5
7638,3422,123,6
11163,5249,121,1
1891,856,41,2
4983,2244,103,1
6101,2739,138,1
7991,3581,85,2
8905,3974,124,2
8824,3938,43,2
4491,2020,93,1
4215,1898,131,2
10474,4699,99,1
2145,964,46,2
9199,4111,13,2
8805,3929,35,3
260,116,13,2
2317,1041,60,3
546,248,80,3
2943,1329,92,1
5441,2440,88,1
4377,1967,145,1
8838,3945,21,2
5152,2322,72,2
2331,1047,146,2
7970,3572,125,3
9963,4466,34,10
2731,1236,50,1
5961,2673,82,2
3681,1666,124,1
3971,1787,50,5
4888,2197,140,2
4352,1957,79,1
4650,2089,81,5
3156,1421,87,1
4483,2017,69,4
2052,929,18,3
2747,1243,5,4
7996,3585,19,1
8413,3759,18,2
8716,3893,53,1
5283,2375,18,6
10246,4591,93,2
10294,4615,59,1
4387,1972,102,7
2048,928,6,1
10333,4634,129,1
5327,2395,58,3
4812,2164,82,1
2203,991,97,1
120,54,56,2
5898,2645,115,2
9939,4455,117,3
6489,2932,29,3
1066,480,110,3
1947,884,11,2
2378,1069,7,5
4850,2180,119,1
822,374,145,1
3948,1776,89,1
5379,2415,144,2
2890,1304,50,3
7276,3259,14,1
10783,4850,48,1
4807,2161,56,2
5585,2510,49,2
9924,4449,123,2
1262,561,27,5
6262,2819,31,3
2763,1248,127,3
3258,1464,105,1
3420,1539,78,2
1367,613,20,3
11036,4968,96,1
6027,2705,110,5
7482,3348,71,1
6228,2804,22,1
8307,3714,54,1
451,202,150,4
9191,4108,119,1
3534,1596,64,8
1765,803,60,1
3272,1471,147,2
5312,2388,88,2
7613,3411,2,4
9626,4314,44,1
1455,656,138,5
10784,4851,59,1
10436,4680,83,3
1206,539,141,2
8642,3858,112,2
4957,2233,94,7
11027,4966,119,2
10047,4503,87,1
6901,3101,89,2
4133,1864,66,6
1559,707,37,1
8879,3963,140,5
8713,3892,144,2
7166,3216,61,2
1348,603,123,1
8867,3958,80,2
9614,4306,105,1
2217,998,44,2
5203,2339,32,1
10206,4575,47,1
5876,2636,137,1
1255,558,89,3
2563,1156,124,5
2024,920,34,1
1160,521,14,3
2006,911,24,2
1659,757,106,7
5303,2385,114,3
9678,4338,147,2
7536,3377,9,1
8597,3836,51,4
9777,4382,28,5
1005,450,149,2
10209,4576,122,2
8153,3647,135,5
779,352,77,7
3341,1501,83,2
1194,534,23,1
5597,2514,15,1
1254,557,117,2
4939,2224,129,1
1484,669,28,5
10754,4834,129,7
9620,4310,68,1
10682,4802,53,3
2420,1089,18,4
1847,838,92,1
2076,940,31,2
6603,2982,114,1
4518,2031,105,1
4988,2245,16,1
9132,4082,79,4
425,193,12,3
3099,1401,28,4
5101,2301,149,3
8492,3789,38,2
7526,3369,15,1
7787,3491,142,1
6473,2923,71,1
6157,2767,144,1
7004,3147,76,1
2133,959,149,3
5780,2595,21,3
105,46,117,1
4530,2036,22,4
1267,564,123,2
5071,2283,57,2
10025,4492,97,1
9561,4287,112,10
6665,3006,39,2
8583,3831,105,2
441,199,99,2
2079,941,66,3
10813,4869,41,7
10659,4791,18,3
8485,3788,28,6
2848,1286,92,3
1690,770,75,6
10364,4646,149,1
5956,2672,10,2
4733,2124,105,1
2574,1161,20,5
1574,718,140,2
5965,2675,75,2
3524,1591,57,3
870,395,21,5
10635,4780,111,2
4516,2030,94,1
8080,3618,40,2
3737,1686,135,1
22,12,20,1
250,112,58,1
8881,3964,17,4
5815,2610,112,6
6137,2755,31,1
523,235,67,2
3115,1408,19,1
9591,4300,42,7
10398,4662,10,10
1969,893,42,1
5626,2525,65,1
2486,1121,7,5
7068,3173,44,3
1660,757,96,2
8042,3602,59,2
5781,2595,4,6
8120,3634,16,2
9887,4430,142,6
3279,1473,2,5
2436,1098,97,3
10689,4805,34,2
3280,1474,127,1
7634,3420,84,3
2710,1227,105,5
1074,483,33,3
5761,2587,111,2
8743,3903,82,2
1946,883,3,6
7561,3388,112,1
1334,596,15,5
1077,484,64,1
5351,2403,126,1
7392,3305,59,5
4028,1810,6,4
5145,2319,92,3
3781,1707,119,1
5719,2566,14,2
2537,1144,107,6
7129,3201,12,1
7620,3415,25,5
9653,4326,142,6
645,287,70,4
8706,3890,58,3
1137,511,96,2
3163,1425,7,2
1774,807,135,3
3582,1618,118,1
3308,1484,123,2
4820,2167,22,2
4932,2220,47,2
990,444,34,1
685,307,51,4
8262,3695,48,2
2718,1230,68,3
4614,2074,141,3
9114,4074,86,5
2401,1080,98,3
974,436,150,2
1669,762,149,3
4514,2029,96,1
4698,2108,107,3
9831,4407,123,1
8615,3843,14,1
176,81,149,4
6139,2757,111,9
5879,2637,89,2
9018,4030,35,1
6880,3090,103,6
7798,3495,122,4
9224,4125,43,2
6740,3035,22,4
859,391,115,1
7251,3251,44,2
5570,2503,148,2
10183,4566,24,2
10556,4739,138,1
8169,3654,136,3
10373,4650,128,1
10629,4777,65,2
8159,3650,93,6
8860,3955,60,2
4808,2162,114,3
674,301,147,3
10438,4681,85,4
995,446,25,1
9295,4155,55,3
3779,1705,113,5
4783,2150,126,4
10383,4656,93,1
9458,4233,7,4
2276,1022,42,2
9720,4354,68,2
5595,2514,91,4
1682,767,11,2
3484,1568,66,3
6801,3059,87,1
6660,3005,102,3
3910,1758,34,1
5457,2447,146,6
3491,1571,78,2
9929,4452,10,4
2519,1138,89,2
3001,1353,108,2
2524,1139,106,1
8236,3687,144,3
9384,4200,132,2
3,3,60,1
1032,462,83,4
6902,3101,108,7
5068,2283,45,4
607,271,116,5
10130,4542,137,1
7107,3192,31,5
1691,770,132,3
3386,1522,97,5
461,208,17,1
4519,2031,23,6
5555,2495,76,2
1058,477,1,2
8986,4016,27,1
16,9,142,2
3714,1679,142,3
3034,1369,41,4
3147,1417,46,3
1850,839,136,1
10395,4660,111,3
9116,4076,53,1
9582,4295,81,2
6958,3126,98,1
9685,4340,52,4
10719,4818,29,1
9728,4358,122,3
4864,2185,39,2
6341,2857,12,2
1361,610,110,1
1303,580,98,10
5613,2519,8,1
10884,4898,93,1
8774,3919,101,4
898,404,52,3
8624,3848,108,2
9267,4142,66,4
7694,3448,94,5
8636,3854,84,2
521,233,125,2
585,263,24,1
5518,2476,116,1
1235,550,85,4
9780,4384,40,7
6667,3007,57,2
10244,4590,30,1
3338,1500,93,1
7240,3245,24,5
3808,1718,108,7
8214,3677,139,2
9275,4146,54,6
6501,2939,105,2
5188,2335,12,8
3645,1651,117,6
3746,1689,3,1
1649,753,79,5
9318,4163,32,2
6339,2856,134,2
1751,795,99,2
8630,3851,110,3
3007,1356,148,3
6816,3067,2,2
2547,1149,64,2
1108,499,21,7
3490,1571,11,5
9999,4481,129,3
10075,4516,132,8
7468,3342,128,1
2725,1233,106,7
7602,3407,42,1
1283,570,59,1
1266,564,105,4
5346,2402,143,4
3525,1591,102,2
11119,5098,35,2
2630,1189,107,2
8699,3887,121,3
4877,2192,142,2
4652,2090,31,2
10890,4902,141,1
2757,1246,145,1
8997,4020,39,1
1735,787,109,1
5257,2365,73,5
2018,917,97,5
1950,885,119,3
4018,1804,80,2
10024,4492,128,2
6002,2694,149,6
5062,2280,13,1
2426,1093,106,10
3763,1698,98,2
7745,3472,113,2
3777,1703,106,6
301,135,149,5
3823,1724,137,2
434,197,79,1
3780,1706,34,7
3816,1721,80,1
5419,2432,146,2
582,262,78,5
5624,2525,98,1
3942,1774,14,1
4697,2107,5,4
10048,4503,123,2
10472,4697,104,2
2087,944,115,2
10543,4731,21,2
4222,1901,32,1
8674,3875,112,1
535,241,85,3
4027,1810,119,1
9366,4188,142,5
6630,2996,132,4
9740,4364,28,5
1139,512,133,1
1450,653,29,1
6722,3027,52,1
9046,4045,3,4
5862,2630,115,2
3620,1638,134,2
4701,2109,7,1
2635,1193,67,2
1553,705,145,9
8590,3834,33,1
692,311,31,5
8900,3972,91,1
3835,1731,18,2
1988,904,51,4
8832,3942,66,1
8193,3666,141,5
5984,2684,35,1
1821,826,81,1
1997,907,17,5
9144,4087,82,3
10122,4539,89,6
3692,1670,61,2
3023,1364,95,1
5982,2683,71,2
5532,2484,92,5
2183,982,2,3
2015,915,47,2
4715,2115,34,5
8088,3621,104,1
4576,2058,47,1
3798,1714,85,1
4565,2053,82,6
3021,1363,122,4
10686,4803,9,9
6015,2699,119,2
3133,1412,29,9
3666,1661,124,5
6954,3124,112,1
4200,1892,26,2
2014,915,91,3
7825,3510,36,3
8252,3692,108,1
10807,4864,31,6
9217,4122,72,2
5834,2619,74,2
6918,3108,138,5
286,126,136,6
3139,1414,52,3
8542,3810,83,3
2787,1256,17,3
1495,675,146,4
6647,3002,122,8
4907,2207,86,1
1474,664,134,4
6938,3118,20,2
5231,2354,83,3
6656,3004,70,1
3359,1512,83,2
10160,4555,106,4
7219,3237,89,2
3704,1676,52,6
2641,1196,91,5
1191,533,120,1
2354,1058,122,4
1518,687,136,5
2535,1143,104,3
3366,1515,43,1
6735,3034,117,2
8400,3753,89,1
9830,4407,104,9
5335,2399,42,1
4370,1963,126,2
3643,1650,137,5
8582,3831,89,1
6357,2866,21,1
1037,466,12,1
2482,1119,54,2
8345,3731,91,4
3966,1785,38,3
7337,3283,105,2
3092,1397,70,1
1551,704,46,4
7303,3270,47,4
6710,3022,93,1
8327,3722,2,8
3768,1701,12,1
10049,4504,4,1
10147,4550,58,4
5995,2690,148,8
9245,4131,40,1
8451,3773,100,3
2944,1330,51,3
11058,4980,112,2
6690,3016,26,7
3317,1489,124,4
3217,1447,121,4
9521,4267,100,3
2472,1115,133,4
6166,2773,28,3
371,165,87,2
7992,3582,68,5
7252,3251,112,2
6195,2788,63,1
2216,997,148,3
9002,4023,69,3
1111,500,59,1
9562,4287,135,5
10932,4923,125,1
9418,4215,79,2
4116,1856,35,7
4890,2198,102,3
5968,2677,95,2
10298,4616,126,4
7523,3368,141,5
9566,4288,42,2
8816,3935,21,1
7449,3334,121,2
8024,3595,32,1
1886,854,45,2
5243,2359,129,2
2559,1153,116,6
6860,3082,28,3
9479,4244,125,2
6754,3042,84,4
6531,2952,29,5
10305,4620,50,2
7235,3244,41,1
2020,918,85,3
1451,654,54,4
1071,481,97,10
3342,1502,33,3
3424,1541,138,6
11197,5393,94,3
1378,618,46,1
4432,1992,43,1
2460,1109,34,2
8656,3865,140,4
1245,555,49,2
10366,4647,140,1
11000,4954,72,3
1,1,89,3
8814,3933,66,5
4372,1965,58,3
3332,1498,105,2
10698,4808,35,1
7742,3470,11,3
8002,3587,135,7
6022,2703,80,2
11201,5655,73,4
8472,3782,88,3
10969,4939,45,4
3495,1575,109,1
4181,1883,48,4
379,170,19,4
11014,4960,4,1
2083,943,82,3
6276,2825,111,7
3303,1482,107,3
6389,2884,101,1
4183,1883,137,8
9618,4308,19,1
3548,1602,2,2
6042,2712,95,3
8737,3901,57,3
6767,3046,135,2
9867,4420,98,1
1130,509,29,1
1879,851,13,4
4287,1926,63,1
7875,3528,13,1
10060,4509,92,1
7298,3267,105,1
1118,502,67,2
5436,2438,10,8
6270,2823,6,2
5717,2564,37,2
6346,2860,37,4
996,446,108,5
8292,3707,5,4
264,118,126,6
2708,1227,138,4
10054,4507,108,7
6840,3075,103,3
1386,622,98,1
278,124,38,2
2779,1254,37,2
9403,4209,79,3
5220,2348,18,1
4895,2202,7,1
9334,4174,63,1
8666,3870,124,3
232,107,99,1
1756,799,88,2
6343,2859,124,5
6827,3070,139,4
8730,3897,71,3
1124,506,79,4
4630,2080,25,1
1492,673,79,3
376,169,113,2
2555,1151,116,6
5506,2470,37,2
9210,4118,130,8
8190,3665,93,2
6876,3087,33,9
9658,4330,80,3
7858,3522,48,4
6572,2969,29,5
2224,1001,22,1
4643,2086,44,2
3361,1512,142,5
1237,552,19,1
10363,4646,130,1
6310,2843,86,3
6119,2748,146,5
4342,1951,101,2
2557,1153,118,2
2903,1309,34,8
307,139,48,2
7580,3397,149,2
2429,1095,8,5
133,61,35,2
3307,1483,37,1
8261,3695,86,3
5957,2672,118,1
3859,1738,145,1
5163,2325,141,1
483,216,45,2
3998,1795,139,5
9972,4470,10,4
8683,3878,82,4
7614,3412,118,3
4169,1880,145,1
7139,3205,13,1
3451,1554,126,2
9258,4137,133,3
2223,1001,95,1
11002,4955,124,2
5168,2327,18,5
3833,1729,141,2
3436,1547,63,1
1780,809,11,3
1412,634,3,5
659,293,8,6
810,366,92,7
2871,1296,34,1
9656,4328,31,1
3969,1786,6,8
6026,2705,130,5
3296,1478,52,1
5558,2497,110,3
7305,3270,150,4
3201,1439,49,5
10701,4809,99,2
3151,1419,13,6
6091,2734,48,4
6345,2859,5,2
10642,4783,47,6
2220,999,57,3
11159,5463,22,5
1829,830,139,3
893,403,95,2
4577,2059,3,2
10356,4642,87,2
9784,4385,93,3
7829,3511,73,2
10259,4598,94,5
6025,2705,78,1
8362,3739,95,1
2802,1263,139,2
7404,3311,117,3
422,191,87,1
2258,1013,85,1
67,31,74,2
10551,4735,27,1
1884,853,78,1
1216,543,66,3
5293,2379,101,1
8714,3893,144,1
3639,1649,92,5
3213,1445,122,1
6800,3058,104,1
8579,3831,133,1
6888,3093,83,4
2573,1161,99,2
9266,4141,84,5
282,125,132,5
1021,457,15,2
10442,4683,94,2
11126,5290,112,5
5696,2553,50,1
2946,1331,9,1
10191,4570,39,1
7661,3432,42,1
3037,1370,148,2
6106,2743,24,1
6759,3043,110,2
1006,450,123,3
7517,3365,2,1
460,208,142,2
256,115,46,1
6818,3067,63,1
4924,2217,13,2
6668,3007,126,4
2666,1209,126,1
9619,4309,73,4
6976,3133,66,1
7941,3557,137,6
233,107,137,1
10042,4499,53,3
9687,4341,90,2
1625,743,95,2
3649,1653,38,5
2009,912,127,1
113,50,96,3
9908,4442,83,7
2504,1131,20,3
7420,3319,22,4
87,39,130,1
7151,3210,53,3
10691,4805,70,10
3935,1771,74,2
7363,3293,80,8
2187,985,80,2
3111,1406,149,4
5800,2603,114,1
2040,925,28,6
9404,4209,144,2
9228,4126,49,2
5305,2386,137,7
6113,2745,50,3
4394,1974,5,9
1789,814,72,5
243,109,60,7
7505,3360,120,1
10648,4787,144,2
7062,3170,142,1
9179,4105,107,5
841,382,139,1
6895,3098,13,1
6142,2759,20,1
5336,2399,31,5
10138,4546,94,7
5622,2524,148,6
9312,4160,33,7
7689,3445,141,1
6221,2802,11,6
6061,2719,84,4
10941,4929,9,1
5326,2394,30,7
8181,3661,71,5
6805,3061,50,3
7342,3285,72,4
2765,1248,86,3
1164,522,58,1
8039,3600,31,6
9325,4167,70,1
7229,3240,117,4
1249,555,60,7
10870,4893,37,1
4973,2240,50,5
1336,597,87,1
10379,4653,22,4
5557,2496,122,2
31,16,111,1
2025,921,9,1
6327,2850,48,4
2044,927,41,10
9489,4251,133,3
7193,3226,27,7
8176,3658,130,5
5819,2611,107,3
7367,3294,131,4
7968,3571,83,1
4506,2027,40,1
7186,3224,43,8
5174,2329,30,2
4316,1938,17,1
1007,451,113,8
343,156,146,1
6743,3037,104,3
7202,3230,101,7
5873,2635,11,2
10113,4536,66,1
5736,2573,147,4
4031,1811,47,3
9747,4368,4,3
2894,1305,57,2
3599,1626,55,2
1931,875,96,1
5454,2446,83,6
533,240,101,2
6298,2837,133,2
2285,1027,22,3
6778,3049,1,1
6094,2736,75,3
2030,922,100,1
6296,2835,126,6
10327,4632,25,2
11186,5960,17,1
4293,1928,77,3
9574,4292,24,4
9506,4259,6,5
5865,2631,144,3
5888,2640,130,2
5673,2543,124,3
10935,4925,27,5
9381,4199,72,2
1557,707,114,2
5729,2569,16,1
8531,3804,113,1
9102,4071,25,4
8564,3820,143,2
5869,2633,61,1
10530,4727,147,1
7979,3576,40,8
2067,936,49,2
6906,3104,150,3
4211,1897,134,2
5020,2260,24,2
9284,4150,48,4
497,224,14,4
939,421,45,1
5733,2572,139,1
6608,2984,121,5
6515,2946,81,2
3042,1372,20,6
3003,1354,140,2
9927,4450,141,2
3292,1477,143,4
8184,3662,116,2
9532,4272,122,3
5993,2689,142,2
4938,2224,119,2
340,155,113,2
2495,1126,142,3
6410,2892,81,3
7691,3447,56,4
4486,2018,14,7
5708,2560,100,1
7701,3452,136,1
10885,4899,111,6
8777,3920,12,5
2568,1158,94,5
2900,1307,16,1
10581,4753,76,2
10853,4886,29,1
5092,2295,85,4
4079,1837,53,3
10211,4577,11,2
1985,902,63,6
9923,4449,102,2
9723,4356,69,3
639,285,51,1
2058,932,99,0
2874,1298,35,4
5280,2374,134,9
2773,1251,17,3
8988,4016,146,1
3927,1767,133,5
6388,2883,45,10
6814,3065,65,1
9885,4430,56,5
9367,4189,50,1
4462,2008,132,1
2972,1343,36,1
3829,1727,95,2
188,90,68,1
563,255,127,5
7421,3319,80,5
6428,2901,149,10
8322,3719,132,1
5309,2388,23,1
4702,2110,118,1
9997,4481,122,1
8486,3788,86,9
9343,4178,120,1
1944,881,70,3
2499,1130,59,1
10476,4699,46,2
5698,2554,64,1
5117,2308,132,2
1038,467,1,1
5988,2686,74,2
9857,4416,108,3
7464,3340,1,2
9374,4195,13,2
5150,2321,24,1
10860,4889,88,1
4212,1897,28,4
2409,1086,28,2
2913,1313,54,1
10326,4631,136,3
6661,3005,47,3
9154,4092,132,7
7730,3465,77,2
3625,1641,134,3
6044,2712,83,4
6559,2964,139,1
6420,2897,31,2
2298,1032,9,1
1720,780,5,5
5704,2558,119,4
6058,2718,106,2
2000,908,42,1
9045,4045,122,3
1915,869,9,7
5311,2388,85,1
4426,1989,127,5
6105,2742,3,1
5657,2535,28,1
11144,5467,41,1
6414,2895,138,2
1571,716,34,2
4613,2074,28,5
9818,4401,20,2
8516,3797,76,5
392,175,19,2
1898,860,101,3
11133,5463,114,1
4272,1920,139,1
3939,1772,6,1
10289,4613,6,3
7939,3555,51,2
8191,3666,10,3
4302,1932,13,3
2989,1349,31,10
8049,3605,69,1
5278,2373,33,2
2882,1301,53,2
1413,634,97,6
4271,1920,73,1
2816,1269,149,2
7361,3292,83,4
5479,2455,87,1
3559,1606,113,1
5598,2514,8,4
2732,1237,127,1
2741,1241,73,4
7389,3303,49,1
9369,4191,83,6
11046,4972,67,2
5754,2583,38,-1
7285,3263,11,4
182,86,24,3
4450,2001,80,1
821,373,39,6
3010,1359,108,2
4229,1903,145,1
7434,3327,4,1
6783,3050,82,2
312,143,79,1
9945,4459,132,6
6151,2764,122,1
1698,772,146,5
6170,2776,131,1
2521,1138,10,7
9488,4250,103,3
10517,4720,58,4
5109,2305,33,1
10609,4770,20,2
24,14,130,1
10836,4879,81,2
4419,1988,65,2
979,439,36,1
10337,4635,5,1
6182,2782,149,1
3970,1786,147,2
4618,2076,63,9
10407,4666,78,1
8662,3868,124,4
5234,2356,54,10
3947,1776,12,1
7880,3530,72,1
5447,2443,50,1
541,245,123,1
4636,2083,138,2
9599,4302,98,3
1626,744,94,6
7149,3209,64,1
3566,1610,49,3
6760,3044,70,3
4362,1960,47,9
10868,4893,54,3
3903,1757,114,4
9844,4412,148,1
5332,2398,63,1
2869,1295,15,6
9662,4331,66,1
3290,1476,141,2
1955,886,83,2
972,435,13,1
48,24,72,2
6104,2741,116,1
2458,1108,43,6
10793,4857,124,1
8558,3816,26,9
