order_id,customer_id,order_date,status
770,1413,2023-11-08,DELIVERED
771,941,2022-11-20,CREATED
772,780,2024-02-04,DELIVERED
773,526,2023-02-08,SHIPPED
774,1620,2024-08-01,CANCELLED
775,819,2025-03-18,DELIVERED
776,559,2023-06-29,DELIVERED
777,299,2024-09-23,DELIVERED
778,571,2022-11-04,CREATED
779,146,2024-10-31,DELIVERED
780,1275,2022-08-21,SHIPPED
781,503,2024-01-28,DELIVERED
782,1030,2022-06-08,CREATED
783,614,2024-07-27,DELIVERED
784,844,2023-08-10,DELIVERED
785,1705,2023-11-16,RETURNED
786,1970,2022-09-10,DELIVERED
787,1453,2022-12-14,CREATED
788,1762,2022-06-20,DELIVERED
789,785,2022-05-08,CANCELLED
790,531,2024-08-25,DELIVERED
791,1621,2023-05-27,CANCELLED
792,1184,2024-01-03,CREATED
793,1562,,DELIVERED
794,219,2024-09-25,SHIPPED
795,692,2024-06-12,SHIPPED
796,688,2023-07-07,CREATED
797,1497,2022-01-26,CREATED
798,138,2023-11-05,CANCELLED
799,900,2022-07-22,DELIVERED
800,1442,2023-11-06,SHIPPED
801,1668,2022-08-26,DELIVERED
802,1865,2023-07-08,DELIVERED
803,444,2024-11-17,CANCELLED
804,389,2022-09-05,PENDING
805,1698,2022-11-29,DELIVERED
806,312,2022-04-16,DELIVERED
807,1267,2024-10-27,DELIVERED
808,1114,2022-06-01,DELIVERED
809,256,2023-05-22,DELIVERED
810,1949,2022-07-28,CANCELLED
811,254,2023-10-04,SHIPPED
812,1828,2022-07-14,CREATED
813,210,2024-01-06,DELIVERED
814,483,2023-08-17,SHIPPED
815,257,2022-10-30,CANCELLED
816,1931,2024-03-15,DELIVERED
817,21,2022-10-13,SHIPPED
818,326,2023-05-11,DELIVERED
819,789,2022-03-02,SHIPPED
820,1300,2025-01-01,DELIVERED
821,1864,2024-08-20,SHIPPED
822,1023,2024-09-23,CANCELLED
823,1626,2023-08-22,DELIVERED
824,74,2024-01-29,CANCELLED
825,1226,2024-10-06,CANCELLED
826,282,2023-12-07,SHIPPED
827,1526,2024-12-25,DELIVERED
828,890,2023-04-25,DELIVERED
829,212,2025-02-03,SHIPPED
830,1328,2023-01-28,CANCELLED
831,1334,2024-05-23,DELIVERED
832,562,2023-01-05,DELIVERED
833,1333,2023-04-19,CREATED
834,1681,2022-06-15,DELIVERED
835,1333,2023-01-27,SHIPPED
836,15,2027-10-04,CANCELLED
837,1482,2025-02-17,DELIVERED
838,1184,2024-03-29,SHIPPED
839,1963,2024-04-29,CREATED
840,667,2025-03-31,DELIVERED
841,1516,2024-01-06,SHIPPED
842,690,2022-07-26,SHIPPED
843,671,2022-05-18,DELIVERED
844,726,2022-08-13,CANCELLED
845,842,2024-10-16,SHIPPED
846,1909,2024-05-28,UNKNOWN
847,1504,2022-03-04,SHIPPED
848,292,2022-10-16,SHIPPED
849,1029,2024-08-12,CANCELLED
850,1958,2022-12-20,SHIPPED
851,904,2022-05-10,CANCELLED
852,1168,2023-04-17,DELIVERED
853,1745,2023-10-18,CANCELLED
854,904,2023-10-12,CANCELLED
855,1673,2023-03-22,CREATED
856,216,2022-02-03,CANCELLED
857,1673,2024-06-03,DELIVERED
858,1379,2022-02-23,CREATED
859,39,2023-05-14,DELIVERED
860,1388,2022-03-18,CANCELLED
861,1447,2023-06-02,CREATED
862,1992,2024-05-15,CREATED
863,1624,2023-01-28,SHIPPED
864,1766,2022-01-23,SHIPPED
865,638,2024-10-11,SHIPPED
866,89,2024-04-22,DELIVERED
867,810,2022-01-04,CREATED
868,689,2024-01-21,SHIPPED
869,1477,2024-08-25,DELIVERED
870,476,2024-01-02,DELIVERED
871,175,2024-09-28,DELIVERED
872,1229,2025-02-19,CANCELLED
873,1686,2024-07-18,DELIVERED
874,131,2023-03-22,DELIVERED
875,1243,2025-01-04,CREATED
876,1303,2022-11-26,CREATED
877,240,2023-06-02,SHIPPED
878,1698,2022-06-23,DELIVERED
879,233,2025-01-07,DELIVERED
880,1347,2024-04-04,DELIVERED
881,1629,2022-08-08,SHIPPED
882,395,2025-03-10,CREATED
883,802,2022-10-15,CREATED
884,1572,2023-04-28,DELIVERED
885,64,2024-04-20,SHIPPED
886,288,2022-04-22,DELIVERED
887,940,2025-02-18,DELIVERED
888,1398,2023-12-15,DELIVERED
889,1919,2022-03-15,DELIVERED
890,847,2024-07-22,DELIVERED
891,1644,2022-12-04,DELIVERED
892,217,2022-03-06,DELIVERED
893,1896,2023-07-22,CREATED
894,140,2022-09-13,DELIVERED
895,1370,2024-10-04,DELIVERED
896,1819,2022-02-17,CANCELLED
897,168,2024-12-04,DELIVERED
898,1577,2023-08-22,SHIPPED
899,1153,2025-01-28,DELIVERED
900,1029,,DELIVERED
901,1591,2022-04-07,DELIVERED
902,950,2023-05-16,CREATED
903,1160,2024-09-15,DELIVERED
904,1546,2023-03-14,DELIVERED
905,208,2024-08-08,DELIVERED
906,1175,2022-10-20,SHIPPED
907,579,2024-12-16,CREATED
908,1048,2024-05-22,DELIVERED
909,542,2024-01-02,DELIVERED
910,341,2024-08-07,DELIVERED
911,504,2023-07-10,SHIPPED
912,317,2023-12-27,CANCELLED
913,1665,2023-11-09,SHIPPED
914,318,2023-02-25,CREATED
915,233,2026-09-13,DELIVERED
916,824,2023-02-22,CREATED
917,1383,2023-09-26,SHIPPED
918,1340,2023-05-16,DELIVERED
919,279,2023-10-10,DELIVERED
920,1404,2023-10-03,DELIVERED
921,1505,2022-10-18,DELIVERED
922,675,2023-10-07,SHIPPED
923,1990,2022-11-12,DELIVERED
924,1094,2022-08-07,SHIPPED
925,1982,2022-03-06,SHIPPED
926,1215,2023-04-17,DELIVERED
927,1509,2023-11-14,CANCELLED
928,1897,2024-10-12,SHIPPED
929,1200,2024-07-12,DELIVERED
930,1868,2022-09-27,DELIVERED
931,989,2023-06-03,SHIPPED
932,1203,2023-05-18,CREATED
933,18,2024-03-02,DELIVERED
934,1119,2024-06-08,CREATED
935,1644,2023-03-02,DELIVERED
936,1152,2023-12-22,CANCELLED
937,1194,2022-07-26,CREATED
938,322,2024-01-09,SHIPPED
939,90,2022-07-09,DELIVERED
940,1668,2023-04-01,CREATED
941,1155,2022-10-21,DELIVERED
942,214,2024-09-03,SHIPPED
943,270,2024-02-01,CREATED
944,1592,2023-09-01,SHIPPED
945,1941,2023-07-02,CANCELLED
946,1894,2023-05-13,DELIVERED
947,1168,2024-04-28,DELIVERED
948,1533,2023-12-27,DELIVERED
949,238,2022-12-21,DELIVERED
950,590,2022-10-22,DELIVERED
951,1909,2023-07-28,CANCELLED
952,1767,2022-09-22,DELIVERED
953,1456,2022-03-04,DELIVERED
954,798,2023-11-20,DELIVERED
955,1034,2022-06-12,CANCELLED
956,1449,2022-09-26,DELIVERED
957,598,2023-11-25,DELIVERED
958,1471,2022-10-04,DELIVERED
959,559,2023-01-09,SHIPPED
960,1541,2023-04-15,DELIVERED
961,273,2024-06-21,DELIVERED
962,384,2022-06-13,DELIVERED
963,3,2024-09-29,DELIVERED
964,1284,2023-05-30,CANCELLED
965,1365,2024-02-23,CANCELLED
966,140,2024-01-10,CANCELLED
967,372,2022-01-09,DELIVERED
968,63,2025-03-09,CANCELLED
969,957,2024-07-09,DELIVERED
970,976,2023-01-30,CANCELLED
971,697,2022-04-16,CANCELLED
972,1869,2024-02-04,DELIVERED
973,844,,DELIVERED
974,57,2025-02-22,DELIVERED
975,249,2024-12-05,DELIVERED
976,1222,2023-10-25,DELIVERED
977,1665,2023-11-03,DELIVERED
978,952,2023-12-20,CREATED
979,343,2023-02-07,CREATED
980,889,2022-01-07,CANCELLED
981,347,2023-07-27,CREATED
982,1281,2025-01-23,DELIVERED
983,665,2023-11-29,DELIVERED
984,1178,2022-07-18,SHIPPED
985,361,2023-05-24,DELIVERED
986,365,2024-10-24,DELIVERED
987,1572,2022-10-03,CREATED
988,554,2023-10-26,CANCELLED
989,300,2022-08-06,DELIVERED
990,1239,2023-02-17,CANCELLED
991,1888,2024-02-13,DELIVERED
992,1147,2024-05-09,DELIVERED
993,1712,2024-01-08,DELIVERED
994,177,2022-04-22,DELIVERED
995,879,2023-08-17,CANCELLED
996,922,2025-01-06,DELIVERED
997,1981,2022-11-24,SHIPPED
998,545,2023-12-31,DELIVERED
999,530,2027-08-25,PENDING
1000,989,2023-02-16,DELIVERED
1001,807,2023-01-01,CANCELLED
1002,103,2023-03-28,DELIVERED
1003,1975,2023-12-03,DELIVERED
1004,379,2022-05-29,SHIPPED
1005,938,2024-11-02,CANCELLED
1006,291,2023-09-17,delivered
1007,1607,2022-01-02,CANCELLED
1008,835,2022-04-05,DELIVERED
1009,150,2023-05-19,DELIVERED
1010,1056,2023-10-24,DELIVERED
1011,1234,2024-06-27,CANCELLED
1012,1021,2022-03-31,DELIVERED
1013,1704,2023-07-24,DELIVERED
1014,1606,2023-07-23,DELIVERED
1015,633,2023-08-05,SHIPPED
1016,1692,2024-02-21,SHIPPED
1017,163,2024-01-03,CANCELLED
1018,1514,2023-10-28,SHIPPED
1019,1073,2022-11-02,SHIPPED
1020,349,2024-09-28,DELIVERED
1021,1487,2024-10-27,DELIVERED
1022,1172,2022-12-19,CREATED
1023,1781,2024-12-09,CANCELLED
1024,1609,2022-02-18,CREATED
1025,284,2022-01-14,SHIPPED
1026,720,2024-05-09,DELIVERED
1027,1366,2023-06-29,CREATED
1028,15,2023-08-31,SHIPPED
1029,1827,2022-07-22,DELIVERED
1030,821,2024-10-03,CANCELLED
1031,819,2024-02-02,DELIVERED
1032,985,2027-05-17,CREATED
1033,287,2024-06-11,SHIPPED
1034,745,2022-05-08,SHIPPED
1035,1216,2025-02-17,DELIVERED
1036,565,2022-10-18,SHIPPED
1037,1418,2022-03-25,DELIVERED
1038,1605,2023-04-21,DELIVERED
1039,779,2024-09-07,CREATED
1040,77,2023-05-19,SHIPPED
1041,183,2025-01-19,DELIVERED
1042,1681,2022-02-10,CANCELLED
1043,539,2022-02-13,DELIVERED
1044,1021,2023-10-17,DELIVERED
1045,214,2023-12-05,CREATED
1046,710,2024-07-20,DELIVERED
1047,1962,2025-03-17,CANCELLED
1048,183,2023-05-10,SHIPPED
1049,885,2023-05-22,DELIVERED
1050,1178,2023-12-29,DELIVERED
1051,951,2024-12-29,CANCELLED
1052,1419,2022-09-09,DELIVERED
1053,1877,2024-06-04,CREATED
1054,964,2024-05-12,DELIVERED
1055,1401,2025-01-04,SHIPPED
1056,994,2024-07-26,SHIPPED
1057,100,,DELIVERED
1058,1740,2024-10-09,DELIVERED
1059,1271,2023-10-03,CANCELLED
1060,385,2025-01-10,CANCELLED
1061,1589,2024-01-19,DELIVERED
1062,1498,2024-02-23,SHIPPED
1063,1411,2023-01-10,SHIPPED
1064,1295,2023-04-28,DELIVERED
1065,590,2023-01-22,DELIVERED
1066,188,2023-07-21,CREATED
1067,1752,2024-12-15,DELIVERED
1068,290,2023-08-03,DELIVERED
1069,574,2024-01-26,CREATED
1070,506,2023-01-13,DELIVERED
1071,1246,2026-12-25,CREATED
1072,1859,2022-01-25,DELIVERED
1073,673,2023-05-10,CANCELLED
1074,1318,2023-03-28,DELIVERED
1075,897,2022-09-18,DELIVERED
1076,1142,2022-08-07,SHIPPED
1077,877,2022-08-05,SHIPPED
1078,1182,2022-09-19,DELIVERED
1079,1970,2022-05-22,SHIPPED
1080,1701,2023-04-01,DELIVERED
1081,1751,2025-01-10,CANCELLED
1082,590,2024-07-03,DELIVERED
1083,1703,2022-09-27,DELIVERED
1084,230,2022-08-13,CREATED
1085,1613,2024-01-13,SHIPPED
1086,371,2022-06-22,DELIVERED
1087,364,2022-03-10,DELIVERED
1088,667,2022-07-01,CREATED
1089,515,2023-03-18,DELIVERED
1090,1594,2025-02-27,DELIVERED
1091,1414,2022-01-16,DELIVERED
1092,1962,2024-06-23,DELIVERED
1093,97,2024-11-04,CANCELLED
1094,988,2022-08-06,CREATED
1095,447,2022-03-22,CREATED
1096,434,2022-10-15,SHIPPED
1097,1909,2024-07-02,CANCELLED
1098,982,2022-12-06,DELIVERED
1099,593,2023-07-16,DELIVERED
1100,1680,2024-02-15,DELIVERED
1101,1770,2024-12-18,SHIPPED
1102,842,2023-02-16,SHIPPED
1103,1549,2022-05-20,DELIVERED
1104,1024,2024-03-21,DELIVERED
1105,1871,2024-04-16,SHIPPED
1106,1888,2023-04-14,DELIVERED
1107,1727,2024-03-20,DELIVERED
1108,1155,2022-11-24,SHIPPED
1109,694,2023-12-25,DELIVERED
1110,929,2022-09-25,SHIPPED
1111,295,2024-05-29,SHIPPED
1112,1117,2022-06-08,SHIPPED
1113,250,2022-02-03,DELIVERED
1114,1828,2023-01-25,DELIVERED
1115,1467,2023-09-18,DELIVERED
1116,1650,2024-06-04,DELIVERED
1117,112,2025-01-22,DELIVERED
1118,1540,2024-10-18,DELIVERED
1119,898,2024-11-01,SHIPPED
1120,1245,2023-09-25,DELIVERED
1121,1393,2025-03-03,DELIVERED
1122,1398,2023-12-31,CANCELLED
1123,685,2024-05-24,SHIPPED
1124,1538,2022-10-27,SHIPPED
1125,1669,2022-11-22,DELIVERED
1126,846,2025-01-11,DELIVERED
1127,1491,2023-07-08,DELIVERED
1128,1307,2023-05-30,CANCELLED
1129,724,2022-07-25,CANCELLED
1130,1120,2022-04-09,CANCELLED
1131,1125,2024-03-01,DELIVERED
1132,1931,2022-12-13,SHIPPED
1133,39,2023-05-19,DELIVERED
1134,738,2022-06-20,DELIVERED
1135,178,2023-04-16,DELIVERED
1136,467,2023-04-27,CANCELLED
1137,1187,2023-01-26,SHIPPED
1138,1706,2023-02-21,DELIVERED
1139,1987,2025-02-02,DELIVERED
1140,1906,2022-02-26,CREATED
1141,64,2022-01-13,DELIVERED
1142,150,2023-02-04,SHIPPED
1143,1391,,SHIPPED
1144,994,2022-04-04,SHIPPED
1145,384,2022-03-13,DELIVERED
1146,1738,2023-05-17,CREATED
1147,1852,,DELIVERED
1148,1344,2022-06-12,CANCELLED
1149,436,2022-12-23,CANCELLED
1150,448,2024-11-11,CANCELLED
1151,584,2024-10-06,SHIPPED
1152,120,2025-02-05,DELIVERED
1153,1856,2022-03-09,DELIVERED
1154,1501,2024-11-30,CREATED
1155,1285,2025-03-09,DELIVERED
1156,1365,2022-01-26,CREATED
1157,544,2022-06-05,DELIVERED
1158,1457,2024-07-12,DELIVERED
1159,336,2022-06-30,SHIPPED
1160,595,2022-12-06,DELIVERED
1161,1012,2022-02-24,CREATED
1162,232,2024-06-05,CANCELLED
1163,1510,,CANCELLED
1164,1039,2024-03-24,CANCELLED
1165,33,2022-12-16,SHIPPED
1166,1653,2023-11-24,SHIPPED
1167,740,2023-02-09,CREATED
1168,702,2027-02-21,DELIVERED
1169,336,2025-01-26,SHIPPED
1170,1017,2024-10-29,SHIPPED
1171,1146,2023-04-11,CANCELLED
1172,1702,2022-03-24,SHIPPED
1173,16,2022-06-22,DELIVERED
1174,907,2023-05-12,CANCELLED
1175,1735,2025-01-25,CANCELLED
1176,323,2022-05-10,DELIVERED
1177,786,2024-12-29,CREATED
1178,367,2023-09-13,CREATED
1179,1461,2023-07-14,CANCELLED
1180,101,2024-03-15,SHIPPED
1181,893,2024-11-10,DELIVERED
1182,1832,2023-06-06,DELIVERED
1183,1300,2023-09-02,DELIVERED
1184,1068,2022-09-04,DELIVERED
1185,1730,2023-07-16,DELIVERED
1186,824,2024-08-09,DELIVERED
1187,549,2025-03-02,DELIVERED
1188,1619,2022-07-13,DELIVERED
1189,1782,2024-08-13,DELIVERED
1190,1137,2022-01-09,SHIPPED
1191,1034,2022-11-29,DELIVERED
1192,305,2022-05-02,DELIVERED
1193,1090,2023-07-03,DELIVERED
1194,1029,2024-10-18,SHIPPED
1195,1945,2023-01-25,SHIPPED
1196,1285,2022-02-02,SHIPPED
1197,498,2025-03-24,DELIVERED
1198,1083,2023-09-24,DELIVERED
1199,932,2023-05-24,DELIVERED
1200,1387,2023-12-12,CREATED
1201,853,2024-07-18,DELIVERED
1202,1994,2023-04-08,DELIVERED
1203,1292,2022-11-20,CREATED
1204,1597,2022-05-02,CREATED
1205,1413,2023-02-06,SHIPPED
1206,852,2023-03-10,DELIVERED
1207,1817,2023-03-21,SHIPPED
1208,744,2022-08-29,DELIVERED
1209,1785,2023-08-18,CANCELLED
1210,1822,2025-03-25,SHIPPED
1211,342,2022-06-15,DELIVERED
1212,1574,2023-09-07,DELIVERED
1213,1279,2022-08-16,CREATED
1214,1251,2022-12-22,CANCELLED
1215,1800,2024-10-23,CANCELLED
1216,440,2024-12-17,CANCELLED
1217,738,2023-05-07,CANCELLED
1218,755,2022-06-04,DELIVERED
1219,364,2023-04-26,CREATED
1220,533,2023-10-27,DELIVERED
1221,288,2023-05-30,DELIVERED
1222,1096,2024-02-26,CANCELLED
1223,1302,2027-08-05,CANCELLED
1224,1210,2024-03-08,CREATED
1225,847,2023-05-12,DELIVERED
1226,302,2022-05-11,DELIVERED
1227,791,2023-11-24,CREATED
1228,717,2022-01-19,CREATED
1229,392,,DELIVERED
1230,1865,2024-09-11,SHIPPED
1231,1971,2024-11-13,CANCELLED
1232,1135,2024-03-11,CANCELLED
1233,289,2024-02-01,CREATED
1234,1239,2024-07-16,DELIVERED
1235,139,2023-08-09,CREATED
1236,1315,2024-09-01,SHIPPED
1237,1879,2024-05-16,CREATED
1238,1444,2023-10-22,DELIVERED
1239,663,2024-08-21,DELIVERED
1240,1567,2024-10-28,SHIPPED
1241,1178,2024-08-18,DELIVERED
1242,799,2024-06-27,DELIVERED
1243,756,2023-03-24,DELIVERED
1244,1581,2023-07-29,DELIVERED
1245,1993,2024-06-07,DELIVERED
1246,1296,2024-04-19,DELIVERED
1247,1265,2024-05-08,SHIPPED
1248,36,2024-09-22,SHIPPED
1249,1025,2023-08-19,CREATED
1250,1343,2023-08-09,CANCELLED
1251,569,2023-12-09,DELIVERED
1252,1297,2023-04-25,SHIPPED
1253,1313,2023-05-16,DELIVERED
1254,78,2024-07-04,DELIVERED
1255,1586,2023-10-23,DELIVERED
1256,1664,2023-12-24,DELIVERED
1257,1932,2023-11-09,CANCELLED
1258,1625,2022-04-16,CREATED
1259,324,2024-09-10,DELIVERED
1260,1405,2024-05-26,SHIPPED
1261,522,2025-02-28,DELIVERED
1262,696,,CREATED
1263,702,2025-03-14,DELIVERED
1264,1516,2023-10-18,DELIVERED
1265,142,2023-02-18,DELIVERED
1266,684,2022-11-26,DELIVERED
1267,1532,2022-12-10,CREATED
1268,1620,2023-05-19,SHIPPED
1269,1021,2024-12-12,DELIVERED
1270,1848,2023-12-17,CANCELLED
1271,1040,2022-03-26,SHIPPED
1272,1648,2024-02-27,CREATED
1273,1388,2023-04-19,CREATED
1274,1332,2023-09-10,SHIPPED
1275,371,2022-02-02,DELIVERED
1276,1134,2025-01-11,CREATED
1277,493,2024-04-30,DELIVERED
1278,938,2024-08-07,DELIVERED
1279,774,2023-09-30,DELIVERED
1280,513,2024-10-29,CREATED
1281,734,2022-08-16,CREATED
1282,646,2024-01-31,SHIPPED
1283,278,2023-01-29,DELIVERED
1284,748,2022-05-24,SHIPPED
1285,59,2026-10-20,CREATED
1286,866,2022-01-30,DELIVERED
1287,253,2023-09-01,SHIPPED
1288,1918,2024-05-10,CANCELLED
1289,1354,2022-10-06,DELIVERED
1290,112,2022-12-23,DELIVERED
1291,1881,2022-12-12,SHIPPED
1292,1588,2024-01-10,DELIVERED
1293,767,2025-01-23,SHIPPED
1294,1831,2022-06-23,DELIVERED
1295,615,2024-01-04,CANCELLED
1296,138,2023-07-20,SHIPPED
1297,612,2024-06-04,SHIPPED
1298,62,2023-06-13,CREATED
1299,1795,2024-12-13,DELIVERED
1300,20,2022-05-22,DELIVERED
1301,1566,2022-04-03,CREATED
1302,1534,2023-04-13,DELIVERED
1303,92,2022-09-20,CANCELLED
1304,1365,2022-06-07,DELIVERED
1305,495,2023-07-07,DELIVERED
1306,201,,DELIVERED
1307,1643,2022-06-29,DELIVERED
1308,1000,2023-12-09,SHIPPED
1309,1790,2023-02-17,CANCELLED
1310,1842,2024-10-25,SHIPPED
1311,1859,2024-03-12,DELIVERED
1312,225,2023-10-28,DELIVERED
1313,850,2025-02-20,CANCELLED
1314,862,2027-06-15,DELIVERED
1315,1425,2024-04-26,CREATED
1316,851,2023-01-20,SHIPPED
1317,305,2024-02-04,DELIVERED
1318,298,2024-05-29,CANCELLED
1319,1720,2024-03-05,DELIVERED
1320,1695,2024-11-05,DELIVERED
1321,871,2023-04-05,CREATED
1322,420,2024-03-07,DELIVERED
1323,1667,2025-02-27,PENDING
1324,275,2024-09-15,pending
1325,800,2023-02-22,CANCELLED
1326,1766,2024-05-20,SHIPPED
1327,744,2023-12-10,SHIPPED
1328,395,2022-01-25,DELIVERED
1329,723,2024-10-01,DELIVERED
1330,1246,2024-12-02,SHIPPED
1331,1717,2022-03-14,SHIPPED
1332,1541,2022-09-19,SHIPPED
1333,1423,2024-02-20,SHIPPED
1334,1612,2023-12-01,DELIVERED
1335,310,2022-01-27,CANCELLED
1336,880,2023-11-06,DELIVERED
1337,1152,2023-11-17,SHIPPED
1338,211,2022-07-12,DELIVERED
1339,1629,2022-03-03,DELIVERED
1340,469,2024-03-14,DELIVERED
1341,151,2023-05-20,SHIPPED
1342,689,2022-01-21,SHIPPED
1343,355,2023-07-24,CANCELLED
1344,707,2023-02-10,DELIVERED
1345,1515,2023-12-04,CREATED
1346,925,2022-07-20,DELIVERED
1347,1499,2023-05-27,CREATED
1348,1618,2022-05-18,CREATED
1349,1740,2023-08-22,DELIVERED
1350,1482,2024-10-31,PENDING
1351,672,2022-09-05,SHIPPED
1352,183,2023-05-19,DELIVERED
1353,1719,2023-12-11,CREATED
1354,1939,2024-03-03,CREATED
1355,1903,2025-02-28,DELIVERED
1356,625,2025-02-24,CANCELLED
1357,1526,2023-06-09,DELIVERED
1358,839,2024-03-20,CREATED
1359,895,2023-12-04,DELIVERED
1360,70,2022-07-05,DELIVERED
1361,1056,2023-01-20,CREATED
1362,1607,2024-01-17,CANCELLED
1363,32,2022-08-28,DELIVERED
1364,851,2024-02-24,CREATED
1365,1445,2024-12-23,DELIVERED
1366,1370,2022-10-14,CREATED
1367,440,2025-02-01,CANCELLED
1368,1870,2025-03-29,DELIVERED
1369,908,2022-12-02,CANCELLED
1370,513,2024-10-27,SHIPPED
1371,943,2022-07-26,DELIVERED
1372,668,2024-10-01,DELIVERED
1373,1002,2024-09-06,CREATED
1374,500,2027-05-16,DELIVERED
1375,872,2025-01-30,DELIVERED
1376,103,2023-12-26,DELIVERED
1377,330,2023-11-08,SHIPPED
1378,866,2024-05-09,CREATED
1379,100,2022-03-08,DELIVERED
1380,1597,2023-08-25,DELIVERED
1381,1502,2022-01-27,CREATED
1382,1821,2022-03-13,DELIVERED
1383,904,2023-04-20,DELIVERED
1384,1543,2025-03-18,SHIPPED
1385,566,2022-08-03,SHIPPED
1386,1020,2022-05-19,DELIVERED
1387,602,2022-09-15,CANCELLED
1388,359,2024-01-05,DELIVERED
1389,86,2023-02-07,DELIVERED
1390,602,2022-12-07,DELIVERED
1391,919,2022-03-16,DELIVERED
1392,1111,2024-07-05,DELIVERED
1393,1296,2024-03-04,DELIVERED
1394,1836,2022-05-26,CANCELLED
1395,436,2025-03-01,DELIVERED
1396,588,2023-08-18,DELIVERED
1397,403,2024-04-14,SHIPPED
1398,1277,2024-07-05,DELIVERED
1399,342,2022-01-10,DELIVERED
1400,668,2022-08-29,SHIPPED
1401,1044,2024-04-29,CREATED
1402,1011,2022-05-27,DELIVERED
1403,1145,2025-02-05,DELIVERED
1404,320,2024-12-22,CANCELLED
1405,69,2024-01-03,DELIVERED
1406,27,2023-03-05,DELIVERED
1407,1218,2022-12-14,SHIPPED
1408,663,2023-12-01,DELIVERED
1409,1181,2024-04-28,DELIVERED
1410,634,2023-10-10,SHIPPED
1411,616,2023-09-01,DELIVERED
1412,1754,2023-10-24,CREATED
1413,1981,2022-04-10,DELIVERED
1414,1896,2022-07-30,DELIVERED
1415,1613,2023-04-21,DELIVERED
1416,1508,2024-05-11,DELIVERED
1417,1538,2024-12-25,CREATED
1418,139,2023-04-03,SHIPPED
1419,656,2024-11-08,CANCELLED
1420,1527,2023-12-06,DELIVERED
1421,1184,2022-11-05,SHIPPED
1422,1576,2023-10-20,DELIVERED
1423,691,2024-08-21,CANCELLED
1424,1097,2025-01-18,CREATED
1425,1387,2022-10-25,DELIVERED
1426,799,2022-11-26,DELIVERED
1427,1916,2024-08-05,CANCELLED
1428,1952,2023-03-18,DELIVERED
1429,572,2024-08-19,DELIVERED
1430,1079,2022-07-16,DELIVERED
1431,318,2023-01-02,DELIVERED
1432,1973,2022-12-26,CANCELLED
1433,2,2024-03-13,SHIPPED
1434,195,2024-10-24,DELIVERED
1435,1256,2022-12-03,SHIPPED
1436,176,2023-06-20,DELIVERED
1437,58,2023-02-20,CANCELLED
1438,669,,CANCELLED
1439,1547,2025-01-24,CANCELLED
1440,1032,2024-06-13,DELIVERED
1441,751,2022-05-03,DELIVERED
1442,643,2024-03-01,SHIPPED
1443,1404,2024-12-08,DELIVERED
1444,349,2024-01-11,DELIVERED
1445,593,2024-03-20,DELIVERED
1446,813,2023-02-19,SHIPPED
1447,961,2022-11-19,DELIVERED
1448,483,2023-03-01,DELIVERED
1449,1659,2023-08-05,DELIVERED
1450,185,2024-06-06,DELIVERED
1451,1759,2022-03-12,SHIPPED
1452,796,2024-04-23,SHIPPED
1453,295,2024-12-09,SHIPPED
1454,6,2024-12-28,DELIVERED
1455,775,2022-11-08,SHIPPED
1456,1299,2022-01-04,DELIVERED
1457,1586,2024-04-29,DELIVERED
1458,798,2022-01-13,SHIPPED
1459,1255,2023-11-19,SHIPPED
1460,1473,2024-02-17,CANCELLED
1461,49,2024-05-02,DELIVERED
1462,964,2023-03-29,DELIVERED
1463,1792,2022-12-30,CANCELLED
1464,1172,2023-02-04,SHIPPED
1465,157,2022-05-19,DELIVERED
1466,1057,2024-02-07,CREATED
1467,1309,2022-03-04,DELIVERED
1468,480,2023-04-01,DELIVERED
1469,933,2025-03-23,DELIVERED
1470,1153,2025-02-05,DELIVERED
1471,12,2023-01-04,DELIVERED
1472,1339,2023-01-06,CREATED
1473,227,2024-06-21,CANCELLED
1474,855,2024-05-30,SHIPPED
1475,978,2023-04-12,CANCELLED
1476,475,2023-08-28,SHIPPED
1477,749,2022-04-04,DELIVERED
1478,312,2023-05-06,DELIVERED
1479,1869,2023-04-21,DELIVERED
1480,1213,2023-06-29,SHIPPED
1481,40,2023-01-27,SHIPPED
1482,197,2023-08-12,DELIVERED
1483,96,2024-11-21,SHIPPED
1484,558,2024-11-12,CANCELLED
1485,646,2022-08-30,DELIVERED
1486,122,2022-04-17,DELIVERED
1487,1164,2022-08-08,DELIVERED
1488,1463,2022-01-21,CREATED
1489,1823,2024-10-29,DELIVERED
1490,1912,2024-09-23,DELIVERED
1491,830,2024-02-12,CANCELLED
1492,119,2023-08-22,CANCELLED
1493,1144,2022-08-05,DELIVERED
1494,1310,2022-11-12,DELIVERED
1495,1200,2023-08-01,CREATED
1496,824,2022-02-07,CREATED
1497,904,2024-02-04,CREATED
1498,1145,2022-04-16,SHIPPED
1499,1072,2022-05-23,DELIVERED
1500,509,2023-11-24,SHIPPED
1501,1801,2027-06-02,SHIPPED
1502,751,2022-10-05,DELIVERED
1503,1101,2023-12-10,SHIPPED
1504,485,2023-08-18,DELIVERED
1505,1234,2024-09-28,DELIVERED
1506,1003,2023-02-18,DELIVERED
1507,1559,2022-03-23,DELIVERED
1508,747,2024-03-08,CANCELLED
1509,1249,2024-02-28,CREATED
1510,514,2022-02-13,SHIPPED
1511,1739,2022-07-17,CANCELLED
1512,225,2024-10-14,CANCELLED
